Bing7777777,aaranshu2016,foobar,0LA AUTOCONNECT TT3S0,Psan,happylokayogaclasses,MOBIAN,Chandra Row3,0LA AUTOCONNECT Q8YPQ,lotus 4th floor 411,0LA AUTOCONNECT Q252F,Lotus pg 5th Floor,Debasree,RP,0LA AUTOCONNECT DVLVG,MADDY,JioFi2_0EBFBA,Nikhilsai 2nd floor extn,207_1,207_3,Lotus G15,0LA AUTOCONNECT H0GH4,Airtel_Zerotouch,Lotus602,iPhone,Amaravathipg2,Lotus 2nd floor 1,0LA AUTOCONNECT 367HQ,Balki_2AE3,Home-Airtel-2_5G,JP4F 2,Lotus1stfloorg11,manepalli,Lotus2ndfloor211,DIxG-Q1A4Njc2X0kwMg,0LA AUTOCONNECT 6NDRN,EverGreen,Karthikbangalore,Crack_Nozzle,Lotus second floor 202,Lotus6thfloor611,Lotus6thfloor615,Lotus4thfloor1,DIRECT-LRLABR3IUPGTmsGH,Ankur,vipin,D-Link_DIR-615,Deepak,Home-Airtel-2,Lalitha,MGMNT,Lotus pg basement,Home-Airtel,virus,Amaravathi pg4,AndroidAP,susheelaa,Dekhle_Hobe_khorcha_Aache!,masha,JP3F 4,Get Lost .. Its not yours,207_1_Guest,DHAR,SalehMohamed,Lotus3rdfloor315,sanchit
-74,,,,,,,,,,,,,,,,,,-60,-76,,,,,,,,,,-63,,,-74,,,,,,,,,,,,,,-84,,-80,,,,-68,-83,,,,,,,,-61,,-59,,
-74,,,,,,,,,,,,,,,,,,-62,-76,,,,,,,,,,-63,,,-74,,,,,,-81,,,,,,,,-84,,-85,,,,-68,-84,,,,,,,,-62,,-59,,
-75,,,,,,,,,,,,,,,,,,-61,,,,,,,,,,,-63,,,-73,,,,,,-81,,,,,,,,-83,,-80,,,,-69,-83,,,,,,,,-61,,-59,,
-75,,,,,,,,,,,,,,,,,,-62,-75,,,,,,,,,,-63,,,-74,,,,,,-81,,,,,,,,-85,,-78,,,,-69,-82,,,,,,,,-63,,-58,,
,,,,,,,,,,,,,,,,,,-62,-75,,,,,,,,,,-63,,,-74,,,,-84,,-81,,,,,,,,-84,,-78,,,,-69,-82,,,,,,,,-62,,-58,,
-75,,,,,,,,,,,,-87,,,,,,-61,-74,,,,,,,,,,-63,,,-75,,,,-84,,-83,,,,,,,,-85,,-79,,,,-69,-85,,,,,,,,-61,,-58,,
-75,,,,,,,,,,,,-87,,,,,,-61,-76,,,,,,,,,,-63,,,-74,,,,,,-80,,,,,,,,-85,,-79,,,,-68,-84,,,,,,,,-61,,-58,,
-77,,,,,,,,,,,,,,,,,,-61,-74,,,,,,,,,,-63,,,-74,,,,,,-80,,,,,,,,-85,,-84,,,,-68,-84,,,,,,,,-61,,-60,,-87
-76,,,,,,,,,,,,,,,,,,-62,-74,,,,,,,,,,-63,,,-74,,,,,,-80,,,,,,,,-85,,-80,,,,-68,-83,,,,,,,,-61,,-59,,-87
-75,,,,,,,,,,,,,,,,,,-62,-74,,,,,,,,,,-63,,,-74,,,,,,,,,,,,,,-85,,-76,,,,-69,-84,,,,,,,,-62,,-58,,
-75,,,,,,,,,,,,,,,,,,-63,-73,,,,,,,,,,-63,,,-74,,,,,,,,,,,,,,-85,,-81,,,,-69,-85,,,,,,,,-62,,-58,,
-75,,,,,,,,,,,,,,,,,,-59,-73,,,,,,,,,,-63,,,-74,,,,,,-83,,,,,,,,-84,,-85,,,,-69,-84,,,,,,,,-59,,-60,,-86
-75,,,,,,,,,,,,,,,,,,-59,-70,,,,,,,,,,-63,,,-74,,,,,,-83,,,,,,,,-86,,-80,,,,-69,-86,,,,,,,,-59,,-59,,-86
-75,,,,,,,,,,,,,,,,,,-60,-70,,,,,,,,,,-63,,,-74,,,,,,,,,,,,,,-85,,-79,,,,-68,-84,,,,,,,,-60,,-59,,
-75,,,,,,,,,,,,,,,,,,-60,,,,,,,,,,,-63,,,-75,,,,,,,,,,,,,,-85,,-79,,,,-68,-84,,,,,,,,-60,,-59,,
,,,,,,,,,,,,,,,,,,-60,-70,,,,,,,,,,-63,,,-79,,,,,,,,,,,,,,,,-84,,,,-68,-87,,,,,,,,-62,,-59,,
-76,,,,,,,,,,,,,,,,,,-62,-71,,,,,,,,,,-63,,,-75,,,,,,,,,,,,,,-86,,-80,,,,-69,-83,,,,,,,,-62,,-59,,
-76,,,,,,,,,,,,,,,,,,-62,-71,,,,,,,,,,-63,,,-74,,,,,,,,,,,,,,-86,,-87,,,,-69,-83,,,,,,,,-62,,-59,,
-76,,,,,,,,,,,,,,,,,,-62,-78,,,,,,,,,,-63,,,-74,,,,,,-81,,,,,,,,-84,,-80,,,,-69,-87,,,,,,,,-62,,-59,,
-74,,,,,,,,,,,,,,,,,,-62,-76,,,,,,,,,,-63,,,-74,,,,,,-81,,,,,,,,-84,,-84,,,,-69,-86,,,,,,,,-62,,-59,,
-74,,,,,,,,,,,,,,,,,,-63,-76,,,,,,,,,,-63,,,-74,,,,,,-82,,,,,,,,-84,,-84,,,,-67,-83,,,,,,,,-63,,-60,,
-74,,,,,,,,,,,,,,,,,,-59,-74,,,,,,,,,,-63,,,-74,,,,,,-82,,,,,,,,-84,,-78,,,,-68,-83,,,,,,,,-59,,-60,,
,,,,,,,-82,,,,,,,,,,,-59,-74,,,,,,,,,,-61,,,-75,,,,,,-87,,,,,,,,-80,,-61,,,,-71,,,,,-84,,,,-59,,-63,,
-76,,,,,,,-82,,,,,,,,,,,-56,-73,,,,,,,,,,-57,,,-78,,,,-86,,-87,,,,,,,,-84,,-72,,,,-78,,,,,-84,,,,-55,,-63,,-89
-76,,,,,,,,,,,,,,,,,,-63,-73,,,,,,,,,,-70,,,-75,,,,-86,,,,,,,,,,-85,,-71,,,-85,-66,,,,,,,,,-63,,-73,,-81
-75,,,,,,,,,,,,,,,,,,-75,-67,,,,,,,,,,-68,,,-79,,,,,,,,,,,,,,-85,,-69,,,-85,-69,-95,-91,,-94,-91,,,,-75,,-71,,-85
-78,,,,,,,-91,,,,,,,,,,,-69,-66,,,,,,,,,,-72,,,-78,,,,,,,,,,,,,,-85,,-70,,,,-69,-95,-91,-92,-94,-91,,,,-70,,-69,,-83
-78,,,,,,,-91,,,,,,,,,,,-65,-70,,,,,,,,,,-73,,,-78,,,,,,,,,,,,,,-84,,-70,,-91,,-69,,,-93,-94,,,,,-66,,-69,,-83
-78,,,,,,,,,,,,,,,,,,-65,-66,,,,,,,,-89,,-74,,,-77,,,,,,,,,,,,,,-84,,-70,,-91,,-69,,,-91,-94,,,,,-65,,-69,,-83
-77,,,,,,,,,,,,,,,,,,-64,-65,,,,-95,,,,-83,,-74,,,-77,,,,,,,,,,,,,,-85,,-69,,-91,,-70,,,-91,-94,,,,,-65,,-69,,-83
-74,,,,,,,-92,,,,,,,,,,,-64,-65,,,,-95,,,,-81,,-75,,,-77,,,,,,,,,,,,,,-84,,-69,,-91,,-70,,,,-95,,,,,-65,,-69,,-81
-74,,,,,,,-92,,,,,,,,,,,-64,,,,,-92,,,,-81,,-75,,,-77,,,,,,,,,,,,,,-84,,-69,,-91,,-70,-92,,-92,-95,,,,,-65,,-69,,-82
-76,,,,,,,-85,,,,,,,,,,,-64,-72,,,,-92,,,,-80,,-74,,,-77,,,,,,,,,,,,,,-85,,-69,,-92,,-69,-92,,-92,,,,,,-65,,-69,,-82
-75,-85,,,,,,-85,,,,,-91,,,,,,-64,-69,,,,,,,,-90,,-74,,,-77,,,,,,-88,,,,,,,,-85,,-67,,-92,,-69,,,-95,,,,,,-65,,-69,,-82
-75,-85,,,,,,,,,,,-91,,,,,,-63,-67,,,,-94,,,,-89,,-74,,,-78,,,,,,-88,,,,,,,,-83,,-67,,,,-70,-94,,-95,,,,,,-65,,-69,,-82
-78,,,,,,,,,,,,,,,,,,-62,-71,,,,-94,,,,-85,,-74,,,-77,,,,,,,,,,,,,,-83,,-67,,-89,,-70,-92,,-92,-90,,,,,-64,,-72,,-82
-75,,,,,,,,,,,,,,,,,,-63,-67,,,,-95,,,,-84,,-74,,,-78,,,,,,,,,,,,,,-83,,-67,,-91,,-70,-92,,-92,-90,,,,,-64,,-70,,-83
-75,,,,,,,-89,,,,,,,,,,,-63,-67,,,,-95,,,,-90,,-74,,,-77,,,,,,,,,,,,,,-82,,-66,,-91,,-69,-94,,,-92,,,,,-64,,-68,,-82
-78,,,,,,,-89,,,,,,,,,,,-63,-67,,,,,,,,-90,,-74,,-92,-77,,,,,,,,,,,,,,-82,,-66,,-89,,-69,-94,,,-92,,,,,-64,,-69,,-82
-76,,,,,,,,,,,,,,,,,,-64,-71,,,,,,,,,,-74,,-92,-77,,,,,,,,,,,,,,-82,,-67,,-91,-92,-69,,,-95,-92,,,,,-64,,-69,,-82
-76,,,,,,,,,,,,,,,,,,-64,-67,,,,,,,,,,-74,,,-78,,,,,,,,,,,,,,,-84,-67,,-91,-92,-69,-89,,-95,-92,,,,,-63,,-69,,-82
-76,,,,,,,-89,,,,,,,,,,,-64,-67,,,,,,,,,,-74,,,-78,,,,,,,,,,,,,,-82,-84,-67,,-91,,-69,-89,,-91,,,,,,-64,,-69,,-82
-76,,,,,,,-89,,,,,,,,,,,-64,-67,,,,,,,,,,-73,,,-76,,,,,,,,,,,,,,-82,-84,-67,,-90,,-69,,,-91,,,,,,-64,,-69,,-82
-76,,,,,,,-89,,,,,-91,,,,,,-64,-67,,,,,,,,,,-73,,,-80,,,,,,,,,,,,,,,,-67,,-91,-91,-69,,,-93,,,,,,-64,,-71,,-82
-76,,,,,,,-89,,,,,-91,,,,,,-64,-70,,,,,,,,,,-73,,,-77,,,,,,,,,,,,,,,-85,-66,,-91,-91,-68,-92,,-93,,,,,,-64,,-70,,-82
-75,,,,,,,-91,,,,,-91,,,,,,-64,-70,,,,,,,,,,-73,,,-77,,,,,,,,,,,,,,-83,-85,-66,,-90,,-69,-92,,,,,,,,-63,,-69,,-82
-77,,,,,,,-91,,,,,-91,,,,,,-64,-67,,,,,,,,,,-73,,,-77,,,,,,,,,,,,,,-90,,-67,,-90,,-69,-92,,,,,,,,-64,,-69,,-82
-75,,,,,,,-90,,,,,,,,,,,-64,-67,,,,,,,,,,-73,,,-77,,,,,,,,,,,,,,-91,-84,-66,,-92,-95,-70,,,,,,,,,-64,,-69,,-82
-74,,,,,,,-90,,,,,-92,,,,,,-66,-65,,,,,,,,,,-73,,,-77,,,,,,,,,,,,,,-91,-84,-66,,-91,-95,-70,,,,,,,,,-65,,-69,,-82
-74,,,,,,,-90,,,,,-92,,,,,,-66,-65,,,,,,,,,,-74,,,-77,,,,,,,,,,,,,,,-84,-66,,-89,,-70,,,-96,-91,,,,,-65,,-73,,-81
-76,,,,,,,-90,,,,,,,,,,,-69,-65,,,,,,,,,,-74,,,-77,,,,,,,,,,,,,,-82,-86,-66,,-89,,-69,,,-96,-91,,,,,-69,,-71,,-82
-76,-82,,,,,,-90,,,,,,,,,,,-73,-69,,,,,,,,,,-74,,,-81,,,,,,,,,,,,,,-82,-86,-66,,-93,,-71,,,,-91,,,,,-72,,-74,,-87
,-82,-87,,,,,-86,,,,,,,,,,,-63,-64,,,,,,,,,,-62,,,-82,,,,,,,,,,,,,,,,-66,,-89,,-67,-91,,,-90,,,,,-63,,-66,,-87
,,-87,,,,,-86,,,,,,,,,,,-68,-61,,,,,,,,,,-60,,,-79,,,,,,,,,,,,,,-84,-76,-60,,-81,,-65,-89,,,-90,-81,,,,-69,,-64,,-87
-71,,,,,,,,,,,-65,-77,,,,,,-71,-75,,,,,,,,,,-64,,,-77,,,,,,,,,,-88,,,,-80,-76,-56,,-89,-79,-64,-89,,,,-81,,,,-70,,-63,,-83
-71,,,,,,,-84,,,,-65,-70,,,,,,-71,-74,,,,,,,,,-88,-61,,,-78,,,,,,,,,,-88,,,,-90,,-58,,-87,-79,-64,-89,,,,,,,,-70,,-64,,-83
,,,,,,,-84,,,,,-69,,,,,,-71,-70,,,,,,,,,-90,-62,,,-78,,,,,,,,,,-88,,,,-85,,-61,,-87,,-63,,,,,,,,,-70,,-66,,-82
-83,,,,,,,-84,,,,,-69,,,,,,-67,-70,,,,,,,,,-89,-62,,,-82,,,,,,,,,,,,,,-85,,-60,,,-90,-63,,,,,,,,,-67,,-66,,-82
-82,,,,,,,-84,,,,,-69,,,,,,-73,-71,,,,,,,,,-88,-62,,,-82,,,,,,,,,,-88,,,,,,-59,,,-90,-63,,,,,,,,,-72,,-66,,-82
-82,,,,,,,-85,,,,,-69,,,,,,-73,-71,,,,,,,,,-88,-62,,,-80,,,,,,,,,,-88,,,,-88,,-63,,-87,,-63,-91,,,,-86,-88,,,-72,,-66,,-82
-75,,,,,,,-84,,,,,-68,,,,,,-71,-70,,,,,,,,,,-62,,,-80,,,,,,,,,,,,,,-88,,-63,,-87,,-61,-91,,,,-86,-88,,,-70,,-66,,-82
-80,,,,,,,-84,,,,,-70,,,,,,-71,-69,,,,,,,,,-90,-62,,,-80,,,,,,,,,,,,,,,,-61,,-87,,-62,,,,,,,,,-71,,-66,,-82
-80,,,,,,,-84,,,,,-70,,,,,,-71,-69,,,,,,,,,-87,-62,-92,,-80,,,,,,,,,,,,,,,,-61,,-88,,-62,,,,,,,,,-71,,-66,,-82
-82,,,,,,,-84,,,,,,,,,,,-71,-71,,,,,,,,,-87,-62,-92,,-80,,,,,,,,,,,,,,,,-60,,-87,,-62,,,,,,,,,-71,,-66,,-82
-82,,,,,,,-84,,,,,-70,,,,,,-72,-70,,,,,,,,,-87,-62,,,-80,,,,,,,,,,,,,,,,-59,,-86,,-62,,,,,,,,,-71,,-66,,-82
-75,,,,,,,-84,,,,,-70,,,,,,-72,-70,,,,,,,,,-88,-62,-84,,-80,,,,,,,,,,-90,,,,,,-63,,-87,,-62,,,,,,,-89,,-72,,-66,,-82
-74,,,,,,,-83,,,,,-70,,,,,,-71,-70,,,,,,,,,-88,-62,-84,,-80,,,,,,,,,,-90,,,,,,-61,,-87,,-62,,,,,,,-89,-86,-70,,-66,,-82
-74,,,,,,,-83,,,,,,,,,,,-68,-70,,,,,,,,,,-66,,,-81,,,,,,,,,,,,,,,,-60,,-87,,-62,,,,,,,,-86,-67,,-66,,-81
-75,,,,,,,-84,,,,,-72,,,,,,-70,-70,,,,,,,,,-86,-63,,,-80,,,,,,,,,,-90,,,,,-83,-60,,-87,,-63,,,,,,,,,-70,,-66,,-83
-74,,,,,,,-84,,,,,-70,,,,,,-68,-70,,,,,,,,,-85,-62,,,-80,,,,,,,,,,-90,,,,,-80,-63,,-86,,-63,,,,,,,,,-67,,-66,,-83
-74,,,,,,,-83,,,,,-69,,,,,,-73,-67,,,,,,,,,-88,-62,,,-79,,,,,,,,,,-92,,,,,-80,-63,,-87,,-63,,,,,-87,,-90,,-73,,-66,,-83
-74,,,,,,,-83,,,,,-70,,,,,,-73,-69,,,,,,,,,-89,-62,,,-80,,,,,,,,,,-92,,,,,,-64,,-87,,-63,,,,,-87,,-90,,-73,,-67,,-83
-75,,,,,,,-85,,,,,-69,,,,,,-74,-69,,,,,,,,,-89,-62,,,-81,,,,,,,,,,-90,,,,,,-64,,-88,,-63,,,,,-87,,,,-76,,-67,,-82
-74,,,,,,,-85,,,,,-69,,,,,,-74,-70,,,,,,,,,-86,-62,-92,,-78,,,,,,,,,,-90,,,,,,-64,,-88,,-61,,,,,-87,,,,-75,,-67,,-82
-74,,,,,,,-84,,,,,-69,,,,,,-74,-70,,,,,,,-93,,-86,-62,-92,,-78,,,,,,,,,,,,,,,,-60,,-88,,-61,,,,,-87,,-91,,-75,,-67,,-82
-74,,,,,,,-84,,,,,-69,,,,,,-73,,,,,,,,-93,,,-62,,,-78,,,,,,,,,,,,,,,,-60,,-88,-90,-62,,,,,-87,,-91,,-73,,-66,,-82
-74,,,,,,,-84,,,,,-69,,,,,,-73,,,,,,,,,,,-62,,,-84,,,,,,,,,,-90,,,,,,-60,,,-90,-62,,,,,,,,,-72,,-66,,-82
-74,,,,,,,-84,,,,,-69,,,,,,-75,-67,,,,,,,,,-88,-62,,,-82,,,,,,,,,,-90,,,,,,-63,,,,-62,,,,,,,,,-73,,-66,,-82
-81,,,,,,,-84,,,,,-70,,,,,,-72,-72,,,,,,,,,-88,-63,,,-80,,,,,,,,,,-90,,,,-89,,-63,,-87,,-62,-95,,,,,,,,-72,,-66,,-82
-77,,,,,,,,,,,,-70,,,,,,-71,-70,,,,,,,,,,-63,,,-81,,,,,,,,,,-90,,,,-89,,-59,,-87,,-62,-95,,,,,,,,-72,,-66,,-83
-75,,,,,,,-83,,,,,-76,,,,,,-72,-70,,,,,,,,,-88,-62,-93,,-80,,,,,,,,,,-87,,,,,,-63,,-87,,-62,,,,,,,,,-72,,-66,,-83
-75,,,,,,,-83,,,,,-72,,,-89,,,-72,-70,,,,,,,,,-88,-62,-91,,-80,,,,,,,,,,-91,,,,-89,,-59,,,-92,-62,,,,,-86,,,,-75,,-66,,-82
-75,-93,,,-90,,,-83,,,,,-68,,,-89,,,-72,-72,,,,,,,,,,-62,-91,,-79,,,,,,,,,,-91,,,,-89,,-61,,,-91,-62,,,,,-86,,,,-74,,-66,,-82
-74,-93,,,-90,,,-83,,,,,-68,,,,,,-73,-71,,,,,,,,,-87,-62,-91,,-81,,,,,,,,,,-89,,,,,,-61,,-87,-90,-62,,,,,,,-93,,-74,,-66,,-81
-73,,,,,,,,,,,,-68,,,,,,-71,-71,,,,,,,,,-87,-62,,,-80,,,,,,,,,,-89,,,,,,-59,,-86,-90,-62,,,,,,,-93,,-73,,-66,,-83
-73,,,,,,,,,,,,-69,,,,,,-71,-71,,,,,,,,,-88,-62,,,-80,,,,,,,,,,-91,,,,,,-58,,-86,-90,-62,,,,,,,-92,,-72,,-66,,-83
,,,,,,,-82,,,,,-69,,,,,,-71,-71,,,,,,,,,-87,-62,,,-80,,,,,,,,,,-89,,,,,,-59,,,-90,-62,,,,,,,-92,,-71,,-65,,-84
-83,,,,,,,-82,,,,,-70,,,,,,-71,-71,,,,,,,,,-86,-62,,,-79,,,,,,,,,,-89,,,,-87,,-59,,,,-62,,,,,,,-92,,-72,,-66,,-84
-75,,,,,,,-84,,,,,-69,,,,,,-71,-71,,,,,,,,,-87,-62,,,-79,,,,,,,,,,,,,,-87,,-61,,,-93,-62,,,,,,,-92,,-72,,-66,,-84
-75,,,,,,,-84,,,,,-69,,,,,,-73,-69,,,,,,,,,-87,-63,,,-79,,,,,,,,,,,,,,,,-62,,,-92,-62,,,,,,,,,-72,,-66,,-83
-74,,,,,,,,,,,,-70,,,,,,-71,-67,,,,,,,,,,-63,,,-79,,,,,,,,,,-89,,,-94,,,-62,,,-92,-62,,,,,-85,,,,-72,,-66,,-83
-74,,,,,,,-83,,,,,-69,,,,,,-72,-70,,,,,,,,,,-63,,,-80,,,,,,,,,,-88,,,-94,,,-59,,,,-62,,,,,-85,,,,-72,,-66,,-83
-80,,,,,,,-83,,,,,-69,,,,,,-71,-70,,,,,,,,,,-63,,,-80,,,,,,,,,,-88,,,,,,-63,,,,-62,,,,,,,,,-72,,-66,,-82
-80,,,,-90,,,,,,,,-69,,,,,,-71,-68,,,,,,,,,-88,-63,,,-79,,,,,,,,,,,,,,,,-63,,-88,,-62,,,,,,,-88,,-72,,-66,,-82
-80,,,,-90,,,-85,,,,,-69,,,-91,,,-73,-68,,,,,,,,,-88,-63,-90,,-80,,,,,,,,,,,,,,,-80,-59,,-88,,-63,,,,,,,-88,,-72,,-66,,-82
,,,,,,,-84,,,,,-69,,,-91,,,-74,,,,,,,,,,,-63,-90,,-80,,,,,,,,,,-88,,,,,-80,-59,,,-91,-63,-92,,,,,,-88,,-72,,-66,,-82
-84,,,,,,,-83,,,,,-69,,,,,,-73,,,,,,,,,,-87,-62,-88,,-80,,,,,,,,,,-89,,,,,,-59,,,-90,-62,-92,,,,,,-87,,-72,,-65,,-82
-81,,,,,,,-82,,,,,-69,,,,,,-71,-71,,,,,,,,,-87,-62,-88,,-79,,,,,,,,,,-95,,,,,,-59,,,-90,-62,,,,,,,-87,,-72,,-65,,-83
-81,,,,,,,-82,,,,,-68,,,,,,-71,-71,,,,,,,,,-89,-62,-89,,-79,,,,,,,,,,-92,,,,-87,-82,-59,,,-90,-62,,,,,,,-86,,-72,,-65,,-83
,,,,,,,-82,,,,,-68,,,,,,-72,,,,,,,,,,-89,-62,-89,,-80,,,,,,,,,,-88,,,,-87,-81,-58,,,-90,-62,-92,,,,,,-86,,-72,,-63,,-83
-83,,,,,,,-83,,,,,-68,,,,,,-72,-71,,,,,,,,,,-62,,,-80,,,,,,,,,,-88,,,,,-81,-58,,-88,-91,-62,-92,,,,,,-87,,-72,,-64,,-83
-83,,,,,,-90,-83,,,,,-70,,,,,,-72,-68,,,,,,,,,-88,-62,,,-81,,,,,,,,,,,,,,,,-58,,-88,-91,-62,,,,,,,-87,,-72,,-66,,-83
-75,,,,,,-90,-83,,,,,-69,,,,,,-71,-68,,,,,,,,,-85,-62,,,-80,,,,,,,,,,,,,,-86,,-61,,,-93,-62,,,,,,,,,-71,,-66,,-83
-74,,,,,,,-84,,,,,-69,,,,,,-72,-69,,,,,,,,,-85,-62,,,-79,,,,,,,,,,,,,,-86,,-60,,,-93,-62,,,,,,,,,-71,,-66,,-83
-74,,,,,,,-84,,,,,-70,,,,,,-72,-69,,,,,,,,,-86,-62,,,-79,,,,,,,,,,,,,,,,-59,,,,-62,,,,,,,,,-71,,-66,,-83
-74,,,,,,,-83,,,,,-68,,,,,,-71,-69,,,,,,,,,-87,-63,,,-79,,,,,,,,,,,,,,,,-59,,,,-62,,,,,,,,,-71,,-66,,-83
,,,,,,,-83,,,,,-71,,,,,,-71,-69,,,,,,,,,-87,-63,,,-80,,,,,,,,,,-88,,,,-86,,-62,,,,-62,,,,,,,-89,,-71,,-66,,-83
-83,,,,,,,,,,,,-70,,,,,,-72,-69,,,,,,,,,,-63,,,-79,,,,,,,,,,-88,,,,-86,,-61,,,,-62,,,,,,,-89,,-72,,-66,,-83
-83,,,,,,,-84,,,,,-70,,,,,,-73,,,,,,,,,,-87,-63,,,-79,,,,,,,,,,-88,,,,,,-62,,,,-62,-93,,,,,,,,-72,,-66,,-83
-75,,,,,,,-84,,,,,-69,,,,,,-73,-69,,,,,,,,,-87,-63,,,-79,,,,,,,,,,-89,,,,,,-62,,,-91,-62,-93,,,,,,,,-73,,-66,,-83
-75,,,,,,,-84,,,,,-69,,,,,,-72,-68,,,,,,,,,-86,-63,-89,,-80,,,,,,,,,,-89,,,,-89,,-61,,,-91,-62,,,,,,,,,-72,,-65,,-83
-74,,,,,,-90,-84,,,,,-70,,,,,,-71,-68,,,,,,,,,-86,-61,-89,,-80,,,,,,,,,,,,,,-89,,-63,,,,-62,,,,,,,,,-71,,-63,,-83
-73,,,,,,-90,-84,,,,,-68,,,,,,-72,-70,,,,,,,,,-86,-62,-89,,-80,,,,,,,,,,,,,,,,-60,,,,-62,,,,,,,,,-73,,-66,,-83
-73,,,,,,,,,,,,-70,,,,,,-72,-70,,,,,,,,,-86,-62,,,-80,,,,,,,,,,,,,,,,-61,,,,-62,,,,,,,-90,,-73,,-66,,-81
-81,,,,,,,,,,,,-70,,,,,,-72,-70,,,,,,,,,-87,-62,,,-80,,,,,,,,,,,,,,-90,,-61,,,,-62,,,,,,,-90,,-72,,-66,,-83
-76,,,,,,,,,,,,-70,,,,,,-72,-70,,,,,,,,,-87,-62,,,-80,,,,,,,,,,,,,,-90,,-61,,,,-62,,,,,,,-91,,-72,,-66,,-82
-75,,,,,,,-86,,,,,-70,,,,,,-72,,,,,,,,,,-88,-65,,,-80,,,,,,,,,,,,,,,,-61,,,,-62,,,,,,,-91,,-73,,-66,,-82
-79,,,,,,,-86,,,,,-70,,,,,,-75,-71,,,,,,,,,-88,-66,,,-79,,,,,,,,,,,,,,,,-62,,,,-62,,,,,,,,,-74,,-65,,-83
-75,,,,,,,-84,,,,,-69,,,,,,-70,-70,,,,,,,,,-88,-58,,,-82,,,,,,,,,,,,,,-93,,-64,,,,-60,,,,,,,,,-69,,-65,,-82
-73,,,,,,,-84,,,,,-70,,,,,,-72,-70,,,,,,,,,-88,-58,,,-81,,,,,,,,,,,,,,-93,,-64,,,-92,-61,,,,,,,-90,,-72,,-69,,-82
-79,,,,,,,-84,,,,,-69,,,,,,-70,,,,,,,,,,-90,-59,,,-78,,,,,,,,,,,,,,,,-60,,,-92,-63,,,,,,,-90,,-69,,-68,,-81
-79,,,,,,,-84,,,,,-69,,,,,,-64,-75,,,,,,,,,-90,-54,,,-75,,,,,,,,,,,,,,,,-68,,,,-66,,,,,,,-90,,-64,,-67,,-81
,,,,,,,,,,,,-85,,,,,,-70,-75,,,,,,,,,,-66,,,-84,,,,,,,,,,,,,,,,-68,,,,-70,,,,,,,,,-71,,-67,,
,,,,,,,,,,,,-85,,,,,,-70,,,,,,,,,,,-63,,,-84,,,,,,-92,,,,,,,,,,-68,,,,-69,,,,,,,,,-70,,-69,,
,,,,,,,,,,,,,,,,,,-71,,,,,,,,,,,-63,-94,,,,,,,,-92,,,,,,,,-87,,-68,,,,-69,,,,,,,,,-70,,-66,,
,,,,,,,,,,,,,,,,,,-72,,,,,,,,,,,-64,-90,,-89,,,,,,,,,,,,,,-85,,-67,,,,-69,,,,,,,,,-72,,-64,,
,,,,,,,,,,,,,,,,,,-74,,,,,,,,,,,-67,-90,,-87,,,,,,,,,,-94,,,,-85,,-67,,,,-71,,,,,,,,,-74,,-72,,
,,,,,,,,,,,,,,,,,,-71,-83,,,,,,,,,,-63,,,-83,,,,,,,,,,-94,,,,-92,,-68,,,,-74,,,,,,,,,-71,,-65,,
,,,,,,,,,,,,,,,,,,-69,-83,,,,,,,,,,-59,,,-85,,,,,,,,,,,,,,-88,,-67,,,,-71,-95,,,,,,,,-70,,-65,,
,,,,,,,,,,,,,,,,,,-72,,,,,,,,,,,-65,-93,,-87,,,,,,,,,,,,,,-88,,-67,,,,-71,-95,,,,,,,,-72,,-65,,
,,,,,,,,,,,,-86,,,,,,-73,,,,,,,,,,,-65,-93,,-85,,,,,,,,,,,,,,,,-66,,,,-71,,,,,,,,,-74,,-65,,
,,,,,,,,,,,,-86,,,,,,-72,,,,,,,,,,,-65,,,-85,,,,,,,,,,,,,,,,-66,,,,-72,,,,,,,,,-72,,-66,,
,,,,,,,,,,,,,,,,,,-73,,,,,,,,,,,-64,,,,,,,,,,,,,,,,,,,-67,,,,-72,,,,,,,,,-73,,-64,,
,,,,,,,,,,,,-87,,,,,,-71,,,,,,,,,,,-66,,,-88,,,,,,,,,,,,,,,,-67,,,,-72,,,,,,,,,-71,,-65,,
,,,,,,,,,,,,-87,,,,,,-70,,,,,,,,,,,-66,,,-88,,,,,,,,,,,,,,,,-67,,,,-72,,,,,,,,,-71,,-65,,
,,,,,,,,,,,,-87,,,,,,-70,,,,,,,,,,,-66,-94,,-87,,,,,,,,,,,,,,-90,,-69,,,,-71,,,,,,,,,-71,,-66,,
,,,,,,,,,,,,-87,,,,,,-70,,,,,,,,,,,-66,-94,,-87,,,,,,,,,,,,,,-90,,-70,,,,-71,,,,,,,,,-71,,-67,,
,,,,,,,,,,,,,,,,,,-72,,,,,,,,,,,-64,,,-87,,,,,,,,,,,,,,,,-70,,,,-71,,,,,,,,,-72,,-67,,
,,,,,,,,,,,,,,,,,,-70,,,,,,,,,,,-65,-93,,-87,,,,,,,,,,,,,,,,-66,,,-92,-71,,,,,,,,,-70,,-66,,
,,,,,,,,,,,,,,,,,,-71,-78,,,,,,,,,,-65,-93,,-87,,,,,,,,,,,,,,-89,,-66,,,-92,-71,,,,,,,,,-71,,-66,,
,,,,,,,,,,,,,,,,,,-71,-78,,,,,,,,,,-65,,,-87,,,,,,,,,,,,,,-89,,-65,,,,-71,,,,,,,,,-72,,-66,,
