Delete ,Home-Airtel-2,Home-Airtel,AndroidAP,Deepak,0LA_DRIVER_HOTSPOT_9880184381,Chandri,Get Lost .. Its not yours,lotus 4th floor 411,Debasree,bulla2,SusheelaaPG4network,Lotus pg basement,aaranshu2016,0LA AUTOCONNECT GS6QC,chandrapg4,virus,lotus 4th floor 401,Home-Airtel-2_5G,207_2,Lotus second floor 202,susheelaa,Ankur,Lotus G15,Lotus1stfloorg11,sekar,Cool,JPC 6TH ,Haveli,Lotus4thfloor1,BUZA-ZGFyc2FuYQ,Lotus 2nd floor 1,D-Link_DIR-615,Bing7777777,foobar,MGMNT,SusheelaaPGNetwork,manepalli,Princess Leia,Lotus2ndfloor211,Moto G (5) Plus 1910,Lotus3rdfloor301,masha,chandrapg2,Nehaswa,Amaravathi pg4,LotusG2,sanchit,The creep next door,207_1_Guest,Dekhle_Hobe_khorcha_Aache!,R@;€$#,Lotus602,207_1,Amaravathi pg3,@nu,Balki_2AE3,207_3,Airtel_Zerotouch,JP3F 4,BZ7r-dmljdmVua2F0MDEy,Lotus pg 5th Floor,ASHOK M,subhu,Lotus3rdfloor315,Moto G (5S) Plus 5179,vivo 1713,0LA AUTOCONNECT VB8YW,Chandra Row3,Lotus6thfloor615,Lotus3rdfloor311,JioFi2_EA0D27,Chandrapg3
,-55,-57,,-91,,,,,,,,,,,,,,-76,-75,,,,,,,,,,,,,,-81,,-83,,,,,,,-90,,,,,,,-73,-83,,,-73,,,,-66,,,,,,,,,,,-84,,,,
,-55,-57,,,,,,,,,,,,,,,,-76,-75,,,,,,,,,,,,,,-77,,-83,,,,,,,,,,,,,,-73,-79,,,-73,,,,-64,,,,,,,,,,,-84,,,,
,-57,-57,,,,,,,,,,,,,,,,-75,-75,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-74,-80,,,-73,,,,-66,,,,,,,,,,,-84,,,,
,-57,-55,,,,,-79,,,,,,,,,,,-75,-75,,,,,,,,,,,,,,-76,,-84,,,,,,,,,,,,,,-74,-81,,,-73,,,,-63,-94,,,,,,,,,,-82,,,,
,-54,-67,,-91,,,-79,,,,,,,,,,,-75,-75,,,,,,,,,,,,,,-74,,-83,,,,,,,,,,,,,,-77,-82,,,-76,,,,-66,-94,,,,,,,-95,,,-80,,,,
,-54,-60,,-91,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,-74,,-83,,,,,,,,,,,,,,-75,-82,,,-74,,,,-65,,,,,,,,-95,,,-83,,,,
,-54,-60,,-93,,,,,,,,,,,,,,-75,-73,,,,,,,,,,-89,,,,-74,,-83,,,,,,,,,,,,,,-76,-82,,,-76,,,,-63,,,,,,,,,,,-82,,,,
,-55,-57,,-93,,,,,,,,,,,,,,-75,-73,,,,,,,,,,-89,,,,-78,,-81,,,,,,,,,,,,,,-75,-82,,,-75,,,,-62,,,,,,,,,,,-83,,,,
,-58,-59,,,,,,,,,,,,,,,,-71,-79,,,,,,,,,,,,,,-78,,-81,,,,,,,,,,,,,,-79,-82,,,-79,,,,-63,,,,,,,,,,,-80,,,,
,-54,-58,,,,,,,,,,,,,,,,-74,-78,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-81,,,,-82,,,,-59,,,,,,,,,,,-84,,,,
,-55,-62,,,,,,,,,,,,,,,,-74,-78,,,,,,,,,,,,,,-78,,,,,,,,,,,,,,,,-80,,,,-81,,,,-60,,,,,,,,,,,-83,,,,
,-54,-62,,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,-80,,-86,,,,,,,,,,,,,,-72,-87,,,-72,,,,-60,,,,,,,,,,,-80,,,,
,-58,-62,,,,,,,,,,-89,,,,,,-83,,,,,,,,,,,,,,,-77,,-86,,,,,,,,,,,,,,-65,-85,,,-65,,,,-64,,,,,,,,,,,-79,,,,
,-59,-61,,,,,,,,,,-89,,,,,,-77,,,,,,,,,,,,,,,-76,,,,-67,,,,,,,,,,,,-72,-85,,,-71,,,,-60,,,,,,,,,,,-81,,,,
,-61,-61,,,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,-77,,,,-67,-91,,,,-89,,,,,,,-76,,,,-76,,,,-69,,,,,,,,,,,-80,,,,
,-60,-63,,,,,,,,,,,,,,,,-76,-82,,,,,,,,,,,,,,-75,,,,,-91,,,,-89,,,,,,,-73,,,,-73,,,,-68,,,,,,,,,,,-80,,,,
,-62,-64,,,,,,,,,,,,,,,,-76,-82,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,-92,-74,,,,-74,,,,-68,,,,,,,,,,,-80,,,,
,-62,-64,,,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,-92,-74,,,,-74,,,,-61,,,,,,,,,,,-80,,,,
,-59,-63,,,,,,,,,,,,,,,,-75,-81,,,-91,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-76,,,,-77,-88,,,-65,,,,,,,,,,,-80,,,,
,-59,-62,,,,,,,-79,,,,,,,,,-77,-81,,,-91,,,,,,,,,,,-72,,,,,,,,,,,,,,,,-72,,,,-72,-88,,,-74,,,,,,,,,,,-84,,,,
,-56,-62,,,,,,,-79,,,,,,,,,-75,-81,,,,,,,,,,,,,,-77,,,,,,,,,-89,,,,,,,-72,,,,-73,,,,-63,,,,,,,,,,,-88,,,,
,-56,-63,,,,,,,,,,,,,,,,-75,,,,,,,,,,,,,,,-73,,,,,,,,,-88,,,,,,,-75,,,,-76,,,,-59,,,,,,,,,,,-88,,,,
,-57,-64,,,,,,,,,,-88,,,,,,-75,-89,,,,,,,,,,,,,,-76,,,,,,,,,-88,,,,,,,-71,,,,-71,,,,-67,,,,,,,,,,,-83,,,,
,-58,-66,,,,,,,,,,-88,,,,,,-71,-76,,,,,,,,,,,,,,-76,,-85,,,,,,,,,,,,,,-68,-86,,,-67,,,,-60,,,,,,,,,,,-84,,,,
,-60,-66,,,,,,,,,,-85,,,,,,-72,-75,,,,,,,-90,,,,,,,-74,,-85,,,,,,,,,,,,,,-65,-86,,,-64,,,,-56,,,,,,,,-93,,,-88,,,,
,-61,-66,,,,,,,,,,-85,,,,,,-72,-75,,,,,,,-90,,,,,,,-74,,,,,,,,,,,,,,,,-64,,,,-64,,,,-53,,,,,,,,-93,,,-88,,,,
,-61,-66,,,,,,,,,,,,,,,,-71,-73,,,,,,,-93,,,,,,,-70,,,,,,,,,,,,,,,,-65,,,,-64,,,,-61,,,,,,,,,,,-88,,,,
,-60,-65,,,,,,,,,,,,,,,,-71,-74,,,,,,,-93,,,,,,,-75,,-88,,,,,,,-88,,,,,,,-65,,,,-63,,,,-64,,,,,,,,,,,-87,,,,
,-60,-65,,,,,,,,,,-90,,,,,,-71,-74,,,-89,,,,-93,,,,,,,-73,,-88,,,,,,,-88,,,,,,,-65,,,,-63,,,,-56,,,,,,,,,,,-87,,,,
,-59,-65,,,,,,,,,,-87,,,,,,-71,-73,,,-89,,,,,,,,,,,-74,,,,,,,,,-90,,,,,,,-64,-89,,,-63,,,,-53,,,,,,,,,,,-90,,,,
,-59,-64,,,,,,,,,,-87,,,,,,-70,-73,,,,,,,,,,,,,,-75,,,,,,,,,-90,,,,,,,-62,-89,,,-63,,,,-53,,,,,,,,,,,-92,,,,
,-57,-64,,,,,,,,,,,,,,,,-70,-72,,-92,-90,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-62,-89,,,-63,,,,-54,,,,,,,,,,,-87,,,,
,-59,-64,,,,,,,,,,-88,,,,,,-70,-74,,-93,-90,,,,,,,,,,,-75,,-91,,,,,,,-87,,,,,,,-64,-87,,,-63,,,,-54,,,,,,,,,,,-87,,,,
,-59,-65,,,,,,,,,,-87,,,,,,-71,-75,,-93,,,,,,,,,,,,-76,,-91,,,,,,,-87,,,,,,,-70,-90,,,-69,,,,-58,,,,,,,,,,,,,,,
,-62,-65,,,,,,,,,,-87,,,,,,-71,-67,,-93,,,,,,,,,,,,-72,,-88,,,,,,,-89,,,,,,,-66,-90,,,-65,,,,-62,,,,,,,,,,,-87,,,,
,-62,-66,,,,,,,,,,,,,,,,-73,-70,,,,,,,,,,,,,,-74,,-88,,,,,,,-89,,,,,,,-62,-89,,,-63,,,,-63,,,,,,,,,,,-85,,,,
,-62,-67,,,,,,,,,,,,,,,,-72,-78,,,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-63,-89,,,-63,,,,-62,,,,,,,,,,,-89,,,,
,-61,-63,,,,,,,,,,-88,,,,,,-71,-81,,,,,,,,,,,,,,-70,,-88,,,,,,,,,,,,,,-66,-88,,,-65,,,,-61,,,,,,,,,,,-86,,,,
,-60,-65,,,,,,,,,,-88,,,,,,-69,-81,,,-88,,,,,,,,,,,-75,,-88,,,,,,,,,,,,,,-68,-88,,,-68,,,,-60,,,,,,,,,,,-86,,,,
,-57,-68,-88,,,,,,,,,-85,,,,,,-70,-83,,,-88,,,,,,,,,,,-74,,-88,,,,,,,,,,,,,,-66,-88,,,-65,,,,-63,,,,,,,,,,,-87,,,,
,-58,-67,-88,,,,,,,,,-81,,,,,,-72,-83,,-91,-92,,,,,,,,,,,-70,,,,,,,,,,,,,,,,-63,,,,-64,,,,-60,,,,,,,,,,,-87,,,,
,-64,-67,,,,,,,,,,-84,,,,,,-71,-87,,-91,-92,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-65,,,,-65,,,,-67,,,,,,,,,,,-85,,,,
,-63,-68,,,,,,,,,,-84,,,,,,-71,-87,,-92,,,,,,,,,,,,-74,,,,,,,,,,,,,,,,-65,,,,-65,,,,-67,,,,,,,,,,,-83,,,,
,-73,-65,,,,,,,,,,-92,,,,,,-72,,,-92,,,,,,,,,,,,-75,,,,,,,,,,,,,,,,-61,,,,-63,,,,-62,,,,,,,,,,,-83,,,,
,-63,-63,,,,,,,,,,-86,,,,,,-72,-79,,,,,,,,,,,,,,-79,,,,-71,,,,,,,,,,,,-63,,,,-63,,,,-58,,,,,,,,,,,-79,,,,
,-61,-63,,,,,,,,,,-86,,,,,,-72,-79,,,,,,,,,,,,,,-75,,,,-71,,,,,,,,,,,,-63,,,,-63,,,,-65,,,,,,,,,,,-78,,,,
,-61,-63,,,,,,,,,,,,,,,,-74,-84,,,-88,,,,,,,,,,,-73,,,,,,,,,,,,,,,,-61,,,,-62,,,,-57,,,,,,,,,,,-78,,,,
,-63,-61,,,,,,,,,,-87,,,,,,-74,-84,,,-88,,,,,,,,,,,-72,,-87,,,,,,,,,,,,,,-61,,,,-62,,,,-63,,,,,,,,,,,-81,,,,
,-55,-62,,,,,,,,,,-87,,,,,,-75,,,,-89,,,,,,,,,,,-74,,-87,,,,,,,-85,,,,,,,-60,,,,-62,,,,-64,,,,,,,,,,,-82,,,,
,-61,-63,,,,,,,,,,-87,,,,,,-73,,,,-89,,,,,,,,,,,-73,,,,,,,,,-85,,,,,,,-63,,,,-62,,,,-56,,,,,,,,,,,-83,,,,
,-57,-65,,,,,,,,,,,,,,,,-72,-82,,,-88,,,,,,,,,,,-76,,,,,,,,,-92,,,,,,,-64,,,,-62,,,,-56,,,,,,,,,,,-87,,,,
,-57,-67,,-89,,,,,,,,,,,,,,-72,-82,,,-88,,,,,,,,,,,-76,,,,,,,,,-92,,,,,,,-63,,,,-64,,,,-59,,,,,,,,-94,,,-87,,,,
,-72,-63,,-89,,,,,,,,-89,,,,,,-76,-81,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-70,,,,-69,,,,-61,,,,,,,,-94,,,-79,,,,
,-68,-67,-86,,,,,-87,,,,-89,,,,,,-82,-81,,,,,,,-93,,,,,,,-81,,,,,,,,,,,,,,,,-66,,,,-66,,,,-71,,,,,,,,,,,-79,,,,
,-70,-69,-86,,,,,-91,,,,,,,,,,-78,-88,,,,,,,-93,,,,,,,-81,,,,,,,,,,,,,,,,-69,,,,-69,,,,-59,,,,,,,,,,,-83,,,,
,-70,-72,-86,,,,,-91,,,,,,,,,,-79,-88,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,-65,,,,-65,,,,-59,,,,,,,,,,,-83,,,,
,-73,-73,,,,,,,,,,,,,,,,-79,-77,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-65,,,,-66,,,,-55,,,,,,,,,,,-81,,,,
,-73,-72,-83,,,,,,,,,,,,,,,-79,-78,,,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-67,,,,-67,,,,-57,,,,,,,,,,,-83,,,,
,-73,-73,-83,,,,,,,,,,,,,,,-81,-81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,-68,,,,-61,,,,,,,,,,,-83,,,,
,-73,-72,-81,,,,,,,,,,,,,,,-81,-81,,-92,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-68,,,,-68,,,,-62,,,,,,,,,,,,,,,
,,-72,-81,,,,,,,,,,,,,,,-80,-76,,-92,,,,,,,,,,,,-82,,,,,,,,,,,,,,,,-67,,,,-67,,,,-63,,,,,,,,,,,-88,,,,
,-71,-71,-85,,,,,,,,,,,,,,,-78,-82,,-95,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,-68,,,,-67,,,,-63,,,,,,,,,,,-87,,,,
,-67,-71,-81,,,,,,,,,,,,,,,-80,-82,,-95,,,,,,,,,,,,-83,,,,,,,,,,,,,,,,-70,,,,-69,,,,-58,,,,,,,,,,,-87,,,,
,-70,-75,-81,,,,,,,,,,,,,,,-78,-78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72,,,,-69,,,,-61,,,,,,,,,,,-87,,,,
,-68,-75,-82,,,,,,,,,,,,,,,-76,-80,,,,,,,,,,,,,,-81,,,,,,,,,,,,,,,,-70,,,,-69,,,,-57,,,,,,,,,,,-82,,,,
,-71,-72,-82,,,,,,,,,,,,,,,-79,-80,,,,-87,,,,,,,,,,-81,,,,,,,,,,,,,,,,-70,,,,-69,,,,-57,,,,-71,,-86,,,,,-85,,,,
,-71,-76,-82,,,,,,,,,,,,,,,-86,-68,,,,-87,,,,,,,,,,,,,,,,,,,,,,,,,,-75,,,,-77,,,,-58,,,,-71,,-86,,,,,-88,,,,
,-70,-76,,,,,,,,,,,,,,,,-89,-80,,-89,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,-71,,,,-72,,,,-70,,,,,,,,,,,-88,,,,
,-69,-76,,,,,,,,,,-90,,,,,,-87,-85,,-90,-93,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,-69,,,,-70,,,,,,,,,,,-88,,,,
,-64,-76,,,,,,,,,,-90,,,,,,-82,-81,,-92,-89,,,,,,,,,,,-83,,,,,,,,,,,,,,,,-69,,,,-67,,,,-72,,,,,,,,,,,,,,,
,-64,-76,,,,,,,,,,,,,,,,-87,-82,,-92,-89,,,,,,,,,,,-83,,,,,,,,,,,,,,,,-70,,,,-70,,,,-68,,,,,,,,,,,,,,,
,-72,-81,,,,,,,,,,,,,,,,-87,-82,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,-70,,,,-75,,,,,,,,,,,,,,,
,-72,-77,,,,,,,,,,,,,,,,-83,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,,-70,,,,-69,,,,-71,,,,,,,,,,,-94,,,,
,-72,-80,,,,,,,,,,,,,,,,-85,,,-91,,,,,,,,,,,,-87,,,,,,,,,,,,,,,,-71,,,,-71,,,,-71,,,,,,,,,,,-90,,,,
,-68,-76,,,,,,,,,,,,,,,,-81,,,-91,-97,,,,,,,,,,,-86,,,,,,,,,,,,,,,,-67,,,,-68,,,,-72,,,,,,,,,,,-90,,,,
,-69,-73,,,,,,,,,,,,,,,,-82,,,-91,-93,,,,,,,,,,,-86,,,,,,,,,,,,,,,,-70,,,,-70,,,,-72,,,,,,,,,,,-88,,,,
,-67,-73,,,,,,,,,,,,,,,,-86,-86,,,-92,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,-69,,,,-73,,,,,,,,,,,-88,,,,
,-64,-72,,,,,,,,,,,,,,,,-85,-86,,,-92,,,,,,,,,,,-83,,,,,,,,,,,,,,,,-69,,,,-68,,,,-74,,,,,,,,,,,-88,,,,
,-63,-74,,,,,,,,,,,,,,,,-86,-86,,,,,,,,,,,,-87,,-82,,,,,,,,,,,,,,,,-69,,,,-69,,,,-70,-92,,,,,,,,,,-88,,,,
,-67,-75,,,,,,,,,,,,,,,,-88,,,-92,-92,,,,,,,,,-87,,-82,,,,,,,,,,,,,,,,-70,,,,-70,,,,-72,-92,,,,,,,,,,,,,,
,-67,-75,,,,,,,,,,,,,,,,-84,,,-92,-90,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-70,,,,-70,,,,-69,,,,,,,,,,,-91,,,,
,-61,-74,,,,,,,,,,,,,,,,-91,,,-95,-90,,,,,,,,,,,-80,,,,,,,,,,,,,,,,-70,,,,-70,,,,-70,,,,,,,,,,,-88,,,,
,-61,-74,,,,,,,,,,,,,,,,-85,,,-95,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,-69,,,,-67,,,,-77,,,,,,,,,,,-88,,,,
,-71,-73,,,,,,,,,,-90,,,,,,-85,-86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-69,,,,-67,,,,-74,,,,,,,,,,,-90,,,,
,-59,-68,,,,,,,,,,-90,,,,,,-76,-73,,,,,,,,,,,,,,-80,,,,,-86,,,,,,,,,,-94,-69,,,,-69,,,,-64,,,,,,,,,,,-84,,,,
,-60,-71,,,,,,,,,,-89,,,,,,-71,-73,,,,,,,,,,,,,,-80,,,,,-86,,,,,,,,,,-94,-73,,,,-73,,,,-66,,,,,,,,,,,-76,,,,
,-69,-75,,,,,,,,,,-89,,,-94,,,-70,-81,,,,,,,,,,,,,,-88,,,,,,,,,,,,,,,-89,-70,,,,-69,,,,-63,,,,,,,,,,,-75,,,,
,-73,-72,,,,,,,,,,,,,-94,,,-70,-77,,-92,,,,,,,,,,,,-88,,,,,,,,,,,,,,-84,-89,-70,,,,-69,,,,-63,,,,,,,,,,,-77,,,,
,-73,-71,,,,,,,,,,,,,,,,-72,-80,,-89,,,,,,,,,,,,-83,,,,,,,,,,-90,,,,-84,,-80,,,,-80,,,,-76,,,,,,,,,,,-77,,,,
,-62,-69,,,,,,,,,,,,,,,,-73,-81,,-89,,,,,,,,,,,,-83,,,,,,,,,,-90,,,,,,-72,,,,-72,,,,-67,,,,,,,,,,,-77,,,,
,-62,-69,,,,,,,,,,,,,,,,-72,-80,,-89,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,-72,,,,-72,,,,-65,,,,,,,,,,,-77,,,,
,-62,-68,,,,,,,,,,,,,,,,-72,-71,,,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,-79,,,,-78,,,,-57,,,,,,,,,,,-76,,,,
,-70,-75,,,,,,,,,,,,,,,,-71,-69,,-89,,,,,,,,,,,,-79,,,,,,,,,,,,,,,-86,-77,,,,-75,,,,-57,,,,,,,,,,,-77,,,,
,-67,-76,,,,,,,,,,,,,,,,-70,-69,,-84,,,,,,,,,,,,-80,,,,,-84,,,,,,,,,,-86,-79,,,,-78,,,,-57,,,,,,,,,,,-76,,,,
,-75,-75,,,,,,,,,,,,,,,,-70,-72,,-84,,,,,,,,,,,,-80,,,,,-84,,,,,,,,,,-88,-78,,,,-78,,,,-65,,,,,,,,,,,-76,,,,
,-75,-75,,,,,-76,,,,,,,,,,,-70,-75,,-89,,,,,,,,,,,,-85,,,,,,,,,,,,,,,-85,-76,,,,-77,,,,-66,,,,,,,,,,,-76,,,,
,-75,-75,,,,,-76,,,,,,,,,,,-70,-75,,-87,,,,,,,,,,,,-85,,,,,,,,,,,,,,,-87,-75,,,,-75,,,,-66,,,,,,,,,,,-76,,,,
,-68,-74,,,,,,-89,,,,,,,,,,-71,-74,,-86,,,,,,,,-93,,,,,,,,,,,,,,,,,,,-87,-76,,,,-78,,,,-64,,,,,,,,,,,-76,,,,
,-68,-70,,,,,,-86,,,,-90,,,,,,-71,-72,,-84,,,,,,,,-93,,,,,,,,,,,,,,,,,,-86,,-74,,,,-75,,,,-66,,,,,,,,,,,-80,,,,
,-75,-74,,,,,,-86,,,,-90,,,,,,-70,-72,,-84,,,,,,,,,,,,,,,,,,,,,,,,,,-86,,-76,,,,-77,,,,-59,,,,,,,,,,,-78,,,,
,-66,-72,-90,,,,,,,,,,,,,,,-70,-70,,-88,,,,,,,,,,,,-81,,,,,,,,,,,,,,,-88,-76,,,,-76,,,,-69,,,,,,,,,,,-76,,,,
,-65,-74,-90,,,,-69,,,,,,,,,,,-70,-70,,-88,,,,,,,,,,,,-81,,,,,,,,,,,,,,,-88,-77,,,,-76,,,,-65,,,,,,,,,,,-75,,,,
,-69,-72,,,,,-69,,,,,,,,,,,-70,-70,,-90,,,,,,,,,,,,,,,,,,-92,,,,,,,,,-85,-76,,,,-75,,,,-60,,,,,,,,,,,-76,,,,
,-61,-70,-86,,,,,-87,,,,,,,,,,-72,-70,,-87,,,,,,,,,,,,,,,,,,-92,,,,,,,,,-85,-73,,,,-72,,,,-63,,,,,,,,,,,-76,,,,
,-65,-72,-86,,,,-70,-87,,,,,,,,,,-72,-71,,-86,,,,,,,,-85,,,,,,,,,,,,,,,,,,,,-75,,,,-76,,,,-59,,,,,,,,,,,-76,,,,
,-69,-74,,,,,-70,-87,,,,,,,,,,-71,-77,,-89,,,,,,,,-85,,,,,,,,-77,,,,,,,,,,,,-72,,,,-72,,,,-69,,,,,,,,,,,-77,,,,
,-69,-69,,,,,,,,,,-86,,,,,,-72,-77,,-89,,,,,,,,,,,,-82,,,,-75,,,,,,,,,,,,-74,,,,-73,,,,-62,,,,,,,,,,,-78,,,,
,-67,-77,,,,,,,,,,-86,,,,,,-72,-78,,-90,,,,,,,,,,,,-78,,,,-75,,,,,,,,,,,,-82,,,,-81,,,,-60,,,,,,,,,,,-78,,,,
,-66,-70,,,,,,,,,,,,,,,,-73,-78,,-90,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-78,,,,-78,,,,-60,,,,,,,,,,,-78,,,,
,-68,-69,,,,,,,,,,-90,,,,,,-73,-78,,-91,,,,,,,,,,,,-77,,,,,,,,,,,,,,,,-76,,,,-76,,,,-62,,,,,,,,,,,-78,,,,
,-67,-69,,,,,,,,,,-89,,,,,,-73,-78,,-91,,,,,,,,,,,,-80,,,,,,,,,,,,,,,,-78,,,,-76,,,,-69,,,,,,,,,,,-78,,,,
,-68,-67,,,,,,,,,,-89,,,,,,-73,-78,,-88,,,,,,,,,,,,-80,,,,-76,-88,,,,,,,,,,,-77,,,,-76,,,,-74,,,,,,,,,,,-76,,,,
,-64,-70,,,,,,,,,,-89,,,,,,-74,-78,,-92,,,,,,,,,,,,-76,,-86,,-76,-88,,,,,,,,,,,-71,,,,-71,,,,-68,,,,,,,,,,,-76,,,,
,-60,-68,,,,,,,,,,,,,,,,-82,-78,,-92,,,,,,,,,,,,-76,,-86,,,,,,,,,,,,,,-70,,,,-70,,,,-68,,,,,,,,,,,-79,,,,
,-63,-65,,,,,,,,,,,,,,,,-76,,,,,,,,,,,,,,,-85,,,,,,,,,,,,,,,,-71,,,,-70,,,,-69,,,,,,,,,,,-79,,,,
,-64,-63,,,,,,,,,,,,,,,,-72,-83,,,-90,,,,,,,,,,,-85,,,,,,,,,,,,,,,,-69,,,,-70,,,,-69,,,,,,,,,,,-79,,,,
,-69,-64,,,,,,,,,,,,,,,,-73,-85,,,-91,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-69,,,,-68,,,,-66,,,,,,,,,,,-79,,,,
,-69,-67,,,,,,,,,,,,,,,,-73,-85,,,-91,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-70,-92,,,-69,,,,-70,,,,,,,,,,,-80,,,,
,-69,-68,,,,,,-89,,,,,,,,,,-77,-83,,,,,,,,,,,,,,-79,,,,,,,,,,,,,,,,-74,-92,,,-75,,,,-76,,,,,,,,,,,-79,,,,
,-70,-68,,,,,,-89,,,,,,,,,,-83,-80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-74,,,,-75,,,,-69,,,,,,,,,,,-78,,,,
,-70,-68,,,,,,,,,,,,,,,,-75,-85,,,,,,,,,,,,,,,,,,-75,,,,,,,,,,,,-72,,,,-71,,,,-65,,,,,,,,,,,-76,,,,
,-70,-65,,,,,-82,,,,,,,,,,,-79,-81,,,,,,,,,,,,,,,,,,-79,,-91,-84,,,,,,,,,-80,,,,-79,,,,-68,,,,,,,,,,,-82,,,,
,-70,-66,-87,,,,-82,,,,,,,,,,,-78,-81,,-91,,,,,,,,,,,,,,,,-79,,-91,-86,,,,,,,,,-71,,,,-71,,,,-68,,,,,,,,,,,-79,,,,
,-64,-67,-88,,,,,,,,,,,,,,,-82,,,-91,,,,,,,,,,,,,,,,,,,-86,,,,,,,,,-70,,,,-70,,,,-76,-91,,,,,,,,,,-77,,,,
,-70,-72,-88,,,,,,,,,,,,,,,-77,-86,,,,,,,,,,,,,,-87,,,,-75,,,,,,,,,,,-91,-80,,,,-78,,,,-64,-91,,,,,,,,,,-77,,,,
,-69,-68,,,,,,,,,,,,,,,,-75,-86,,,,,,,,,,,,,,-87,,,,-75,,,,,,,,,,,-89,-75,,,,-74,,,,-67,,,,,,,,,,,-76,,,,
,-70,-72,,,,,,,,,,,,,,,,-85,-83,,,,,,,,,,,,,,,,,,,,,-83,,,,,,,,-90,-79,,,,-80,,,,-70,,,,,,,,,,,-74,,,,
,-70,-77,,,,,,,,,,,,,,,,-85,-83,,,,,,,,,,,,,,-81,,,,,,,-81,,,,,,,,-90,-74,,,,-74,,,,-66,,,,,,,,,,,-75,,,,
,-70,-77,,,,,,,,,,,,,,,,-84,-83,,,,,,,,,,,,,,-81,,,,,,-89,-82,,,,,,,,-90,-78,,,,-77,,,,-66,,,,,,,,,,,-75,,,,
,-72,-78,,,,,,,,,,,,,,,,-84,-83,,,,,,,,,,,,,,-84,,,,,,-89,-82,,,,,,,,,-78,,,,-77,,,,-66,,,,,,,,,,,-74,,,,
,-70,-77,,,,,,,,,,,,,,,,-81,-83,,,,,,,,,,,,,,-84,,,,,,,-82,,,,,,,,,-79,,,,-78,,,,-72,,,,,,,,,,,-74,,,,
,-67,-72,,,,,,,,,,,,,,-91,,-75,-81,,,,,,,,,,,,,,-84,,,,,,,-82,,,,,,,,,-72,,,,-72,,,,-72,,,,,,,,,,,-75,,,,
,-69,-69,,,,,,,,,,,,,,-91,,-80,-85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78,,,,-78,,,,-71,,,,,,,,,,,-75,,,,
,-69,-69,,,,,,,,,-89,,,,,-90,,-79,-85,,,,,,,,,,,,,,-82,,,,,-83,,,,,,,,,,-88,-78,,,,-76,,,,-73,,,,,,,,,,,-75,,,,
,-72,-70,,,,,-78,,,,-89,,,,,-90,,-79,,,-89,,,,,,,,,,,,-81,,,,,-83,-91,,,,,,,,,-88,-76,,,,-75,,,,-65,,,,,,,,,,,-75,,,,
,-71,-70,,,,,-78,,,,,,,,,-90,,-81,-78,,-89,,,,,,,,,,,,-81,,,,,,-91,,,,,,,,,,-77,,,,-78,,,,-65,,,,,,,,,,,-75,,,,
,-75,-70,,,,,,,,,,,,,,-90,,-79,-78,,-89,,,,,,,,,,,,,,,,,,,,,,,,,,,,-77,,,,-76,,,,-72,,,,,,,,,,,-74,,,,
,-70,-71,,,,,,,,,,,,,,,,-76,-85,,,,,,,,,,,,,,-78,,,,,,-90,,,,,,,,,,-82,,,,-78,,,,-69,,,,,,,,,,,-75,,,,
,-67,-71,,,,,,,,,,,,,,,,-78,-85,,,,,,,,,,,,,,-78,,,,,,-90,,,,,,,,,,-82,,,,-82,,,,-69,,,,,,,,,,,-75,,,,
