Lotus6thfloor615,Haveli,Crack_Nozzle,MGMNT,virus,Chandrapg3,Lotus pg 5th Floor,DHAR,Lotus5thfloor501,lotus 4th floor 411,NikhilSai3floor,D-Link_DIR-615,Lotus4thfloor1,happylokayogaclasses,207_3,Princess Leia,Lotus6thfloor611,Lotus3rdfloor301,Lotus pg 5th floor 511,susheelaa,lotus 4th floor 401,JioFi2_A083B4,Dekhle_Hobe_khorcha_Aache!,MI MAX 2,aaranshu2016,NikhilSai4thFloor,Chandra Row3,Lotus1stfloorg11,varsha,Debasree,Get Lost .. Its not yours,Meet_your_Makers,Lotus602,207_2,Lenovo A7000-a,Nikhilsai 2nd floor extn,chandrapg1,Home-Airtel-2_5G,Lotus3rdfloor315,chandrapg4,The creep next door,Home-Airtel-2,0LA AUTOCONNECT 1904Z,sanchit,EverGreen,manepalli,207_1_Guest,SusheelaaPG4network,Home-Airtel,Amaravathi pg4,Lotus 2nd floor 1,Airtel-E5573-03A4,nikhilsai 4th floor extn,Act-shivam,Amaravathi pg3,Bing7777777,STRIKERS,Deepak,Chandra123,0LA_DRIVER_HOTSPOT_9538268467,SalehMohamed,Trident Jio,207_1
,,,,-90,,,-94,,,,-89,,,-82,,,,,,,,,,-86,,-79,,,,,,,-83,,,,,,,,-70,,,,-74,-64,,-81,,,,,,,,,,,,,,-64
,,,,-88,,,,,,,-89,,,-91,,,,,,,,,,,,-81,,,,,,,-81,,,,-87,,,,-77,,,-83,-76,-61,,-79,,,,,,,,,,,,-77,,-60
,,,,-89,,,,,,,-89,,,-84,,,,,,,,,,,,-81,,,,,,,-77,,,,-87,,,,-74,,,-83,-70,-63,,-79,,,,,,,,,,,,-74,,-63
,,,,-85,,,-89,,,,-89,,,-84,,,,,,,,,,-78,,-81,,,,,,,-76,,,,-87,,,,-77,,,-79,-70,-62,,-79,,,,,,,,,,,,-74,,-59
,,,,-86,,,-85,,,,-76,,,-76,,,,,,,,,,-78,,-80,,,,,,,-78,,,,-88,,,,-75,,,-79,-74,-66,,-83,,,,,,,,,,,,-73,,-66
,,-80,,-84,,,-84,,,,-82,,-91,-81,,,,,,,,,,-87,,-80,,,,,,,-79,,,,-85,,,,-77,,,-77,-75,-60,,-81,,,,,,,,,,,,-73,,-60
,,-80,,-82,-89,,-80,,,,-79,,-88,-81,,,,,,,,,,-81,,-81,,,,,-86,,-79,,,,-85,,,,-73,,,-83,-74,-59,,-82,,,,,,,,,,,,,,-59
,,,,-85,-90,,-82,,,,-79,,-88,-86,,,,,,,,,,-81,,-81,,,,,-86,,-77,,,,-92,,,,-73,,,-83,-73,-60,,-82,,,,,,,,,,,,-81,,-59
,,,,-85,-90,,-83,,,,-78,,-89,-84,,,,,,,,,,-85,,-84,,,,,,,-76,,,,-92,,,,-77,,,,-72,-67,,-84,,,,,,,,,,,,-81,,-67
,,,,,,,-81,,,,-79,,-89,-84,,,,,,,,,,-85,,-83,,,,,,,-78,,,,-92,,,,-78,,,,-72,-71,,-84,,,,,,,,,,,,,,-69
,,,,-82,,,-81,,,,-79,,-89,-85,,,,,,,,,,,,-83,,,,,,,-77,,,,-88,,,,-74,,,,-76,-69,,,,,,,,,,,,,,,,-69
,,,,-82,,,-80,,,,-81,,-90,-81,,,,,,,,,,-81,,-81,,,,,,,-77,,,,-87,,,,-72,,,,-74,-65,,,,,,,,,,,,,,,,-65
,,,,-84,,,-80,,,,-79,,-88,-81,,,,,,,,,,-81,,-80,,,,,,,-78,,,,-87,,,,-73,,,,-74,-63,,-84,,,,,,,,,,,,,,-63
,,,,-84,,,-83,,,,-82,,-88,-81,,,,,,,,,,-80,,-81,,,,,,,-77,,,,-88,,,,-73,,,,-74,-57,,-84,,,,,,,,,,,,,,-57
,,,,-83,-90,,-76,,,,-82,,-89,-85,,,,,,,,,,-82,,-82,,,,,,,-76,,,,-91,,,,-78,,,-86,-70,-63,,-87,,,,,,,,,,,,,,-63
,,,,-83,-89,,-79,,,,-78,,-89,-85,,,,,,,,,,-83,-87,-86,,,,,,,-79,,,,-89,,-92,,-80,,,-86,-74,-63,,-84,,,,,,,,,,,,,,-63
,,,,-88,-93,,-83,,,,-76,,-89,-79,,,,,,,,,,-83,-87,-86,,,,,,,-71,,,,-86,,-92,,-80,,,,-72,-55,,-77,,,,,,,,,,,,,,-56
,,,,-88,-93,,-85,,,,-72,-94,,-78,,,,,,,,,,,,-91,,,,,,,-79,,,,-87,,,,-80,,,,-72,-51,,-79,,,,,,,,,,,,,,-52
,,,,-88,,,-84,,,,-76,-94,,-82,,,,,,,,,,-81,-90,-91,,,,,,,-80,,,,-87,,,,-83,,,,-75,-51,,-78,,,,,,,,,,,,-82,,-51
,,,,-87,,,-83,,,,-76,,,-86,,,,,,,,,,-81,-90,,,,,,,,-80,,,,,,,,-81,,,,-74,-54,,-78,,,,,,,,,,,,-82,,-53
,,,,-87,,,-83,,,,-73,,,-82,,,,,,,,,,-81,,,,,,,-85,,-81,,,,,,,,-84,,-88,,-77,-51,,-79,,,,,,,,,,,,,,-50
,,-85,,-86,,,-83,,,,-73,,,-74,,,,,,,,,,-81,,-88,,,,,-85,,-73,,,,-93,,,,-78,,-88,,-79,-45,,-77,,,,,,,,,,,,-74,,-45
,,-85,,-83,,,-83,,,,-74,,,-76,,,,,,,,,,-85,,-85,,,,,,,-70,,,,-92,,,,-78,,,-79,-80,-44,,-77,,,,,,,,,,,,-72,,-45
,,,,-83,,,-83,,,,-75,,,-76,,,,,,,,,,-83,,-85,,,,,,,-70,,,,-91,,,,-77,,,-79,-81,-44,,-77,,,,,,,,,,,,-75,,-44
,,,,-83,,,-83,,,,-75,,,-75,,,,,,,,,,-83,,-85,,,,,,,-70,,,,-90,,,,-75,,,,-81,-45,,-78,,,,,,,,,,,,-77,,-44
,,,,-84,,,-83,,,,-75,,,-87,,,,,,,,,,-83,-92,-85,,,,,,,-69,,,,-90,,,,-75,,,-79,-82,-45,,-77,,,,,,,,,,,,-77,,-44
,,,,-84,,,-84,,,,-76,,,-87,,,,,,,,,,-81,-92,-86,,,,,,,-69,,,,-89,,,,-76,,,-79,-80,-43,,-78,,,,,,,,,,,,,,-43
,,,,-84,,,-84,,,,-75,,,-87,,,,,,,,,,-81,,-86,,,,,,,-69,,,,-89,,,,-76,,,,-81,-43,,-78,,,,,,,,,,,,,,-43
,,,,-84,,,-82,,,,-76,,,-75,,,,,,,,,,,,-85,,,,,,,-69,,,,-89,,,,-76,,,,-81,-44,,,,,,,,,,,,,,,,-45
,,,,-88,,,-87,,,,-71,,,-73,,,,,,,,,,-81,,-85,,,,,,,-77,,,,-89,,,,-77,,,-75,-79,-44,,-77,,,,,,,,,,,,-74,,-42
,,,,-88,,,-87,,,-90,-77,,,-74,,,,,,,,,,-87,,,,,,,,,-77,,,,-84,,,,-76,,,-81,-77,-47,,-77,,,,,,,,,,,,-74,,-46
,,,,-88,,,-81,,,-90,-73,,,-78,,,,,,,,,,-79,,,,,,,,,-84,,,,-90,,,,-79,,,-81,-73,-46,,-77,,,,,,,,,,,,-72,,-46
,,,,-84,,,-82,,,,-75,,,-78,,,,,,,,,,-79,,-87,,,,,,,-88,,,,-88,,,,-76,,,,-71,-49,,-79,,,,,,,,,,,,-71,,-47
,,,,-84,,,-86,,,,-75,,,-74,,,,,,,,,,-79,,-87,,,,,,,-88,,,,-90,,,,-76,,,,-71,-47,,-77,,,,,,,,,,,,-70,,-47
,,,,-84,,,-83,,,,-77,,,-80,,,,,,,,,,-79,,,,,,,,,-83,,,,-90,,,,-76,,,,-75,-47,,-77,,,,,,,,,,,,-71,,-47
,,,,-83,,,-83,,,,-77,,,-80,,,,,,,,,,-78,,,,,,,,,-83,,,,-89,,,,-80,,,,-73,-47,,-79,,,,,,,,,,,,-71,,-47
,,,,-83,,,-79,,,,-77,,,-81,,,,,,,,,,-78,,,,,,,-89,,-73,,,,-87,,,,-78,,,,-75,-61,,-80,,,,,,,,,,,,-67,,-56
,,,,-83,,,-86,,,,-83,,,-77,,,,,,,,-94,,-79,,-83,,,,,-89,,-71,,,,-86,,,,-76,,,-76,-79,-57,,-77,,,,,,,,,,,,-67,,-55
,,,,-88,,,-86,,,,-87,,,-77,-86,,,,,,,-94,,-79,,-81,,,,,,,-76,,,,-86,,,,-79,,,-76,-79,-60,,-75,,,,,,,,,,,,-69,,-59
,,,,-88,,,-84,,,,-85,,,-90,-86,,,,,,,,,-85,,-81,,,,,,,-77,,,,,,,,-81,,,-85,-74,-63,,-83,,,,,,,,,,,,-69,,-63
,,,,-89,,,-89,,,,-78,,,-90,,,,,,,,,,-86,,,,,,,,,-86,,,,,,,,-81,,,-85,-75,-68,,-79,,,,,,,,,,,,,,-67
,-91,,,-89,,,-85,,,,-78,,-93,-82,,,,,,,,,,-83,-92,-88,,,,,,,-80,,,,,,,,-83,,,-81,-75,-72,,-83,,,,,,-91,,,,,,,,-72
,-91,,,,,,-88,,,,-77,,-93,-86,-88,,,,,,,,,-83,-89,-88,,,,,,,-80,,,,,,,,-75,,,-79,-77,-76,,-84,,,,,,-91,,,,,,,,-75
,,,,,,,-88,,,,-78,,,-82,-88,,,,,,,,,,-88,,,,,,,,-79,,,,,,,,-79,,,-79,-75,-73,,-83,,,,,,-91,,,,,,-84,,-73
,,,,,,,-88,,,,-84,,-91,-86,,,,,,,,,,,-88,,,,,,,,-79,,,,,,,,-81,,,-82,-76,-74,,-83,-95,,,,,-91,,,,,,-83,,-73
,,,,,,,-86,,,,-77,,-91,-86,-87,,,,,,,,,,-90,-89,,,,,,,-79,,,,,,,,-81,,,-81,-73,-74,,-83,-95,,,,,-91,,,,,,-82,,-74
,,,,,,,-86,,,,-82,,,-89,-87,,,,,,,,,,-90,-89,,,,,,,-79,,,,,,,,-75,,,-81,-76,-76,,-83,,,,,,-90,,,,,,-82,,-74
,,,,,,,,,,-88,-78,,,-83,-87,,,,,,,,,,-88,-87,,,,,,,-80,,,,,,,,-75,,,,-76,-73,,-84,,,,,,-90,,,,,,,,-72
,,,,,,,-87,,,-88,-84,,,-81,-87,,,,,,,,,,-88,-87,,,,,,,-79,,,,,,,,-75,,,,-76,-75,,-84,,,,,,-90,,,,,,,,-74
,,,,,,,-87,,,,-83,,,-81,-87,,,,,,,,,,-90,-89,,,,,,,-79,,,,,,,,-74,,,,-75,-76,,-84,,,,,,-88,,,,,,-83,,-76
,,,,,,,-87,,,,-79,,,-79,-87,,,,,,,,,,-90,-89,,,,,,,-78,,,,,,,,-74,,,,-76,-72,,-84,,,,,,-88,,,,,,-83,,-72
,,,,,,,-86,,,,-78,,,-86,-87,,,,,,,,,,,,,,,,,,-78,,,,,,,,-75,,,-82,-73,-74,,-84,,,,,,,,,,,,,,-75
,,,,,,,-88,,,,-83,,,-82,-87,,,,,,,,,,,,,,,,,,-78,,,,,,,,-79,,,-82,-74,-73,,-83,,,,,,-91,,,,,,,,-73
,,,,,,,-88,,,,-79,,,-80,-87,,,,,,,,,,,,,,,,,,-78,,,,,,,,-75,,,-87,-75,-73,,-83,,,,,,-91,,,,,,,,-73
,,,,,,,-88,,,,-81,,-92,-80,,,,,,,,,,,,-89,,,,,,,-78,,,,,,,,-75,,,-87,-74,-76,,-83,,,,-92,,-91,,,,,,-82,,-76
,,,,,,,-88,,,-92,-83,,-92,-88,-86,,,,,,,,,,,-89,,,,,,,-78,,,,,,,,-81,,,-80,-74,-75,,-83,,,,-92,,-91,,,,,,-82,,-75
,,,,,,,-86,,,-92,-83,,,-88,-86,,,,,,,,,,-89,-88,,,,,,,-78,,,,,,,,-76,,,-86,-74,-75,,-84,,,,,,,,,,,,-84,,-75
,,,,,,,-86,,,-89,-87,,,-88,-86,,,,,,,,,-82,-89,-88,,,,,,,-80,,,,,,,,-80,,,-86,-75,-75,,-84,,,,,,-89,,,,,,-82,,-74
,,,,,,,-86,,,-89,-80,,-93,,,,,,,,,,,-82,,,,,,,,,-78,,,,,,,,-76,,,-86,-76,-75,,-84,,,,,,-89,,,,,,-81,,-74
,,,,,,,-87,,,,-78,,-93,-89,,,,,,,,,,-81,,,,,,,,,-78,,,,,,,,-80,,,-82,-75,-75,,-84,,,,,,-90,,,,,,-82,,-74
,,,,,,,-87,,,-91,-82,,-94,-81,,,,,,,,,,-81,,-89,,,,,,,-78,,,,,,,,-81,,,-86,-74,-75,,-84,,,,,,-89,,,,,,-82,,-74
,,,,-94,,,-87,,,-91,-83,,-94,-81,,,,,,,,,,,,-89,,,,,,,-78,,,,,,,,-81,,,-86,-74,-75,,-84,,,,,,-89,,,,,,-85,,-74
,,,,-94,,,-87,,,,-79,,-93,-89,,,,,,,,,,,,-90,,,,,,,-78,,,,,,,,-76,,,,-75,-76,,-84,,,,,,-89,,,,,,-82,,-76
,,,,,,,-87,,,,-77,,-93,-82,,,,,,,,,,,-95,-90,,,,,,,-78,,,,,,,,-80,,,,-75,-76,,-84,,,,-94,,-89,,,,,,-82,,-76
,,,,,,,-87,,,,-81,,-91,-88,,,,,,,,,,,-88,,,,,,,,-78,,,,,,,,-81,,,,-75,-75,,-84,,,,-94,,-91,,,,,,-80,,-75
,,,,,,,-87,,,-89,-77,,-91,-88,,,,,,,,,,-82,-88,-89,,,,,,,-78,,,,,,,,-76,,,-87,-75,-74,,-84,,,,,,-91,,,,,,-80,,-74
,,,,,,,-86,,,-89,-81,,-91,-81,,,,,,,,,,-82,-87,-89,,,,,,,-78,,,,,,,,-80,,,-87,-75,-75,,-84,,,,-91,,,,,,,,-82,,-75
,,,,,,,-86,,,,-78,,-91,-86,,,,,,,,,,-81,-87,,,,,,,,-79,,,,,,,,-76,,,-82,-76,-75,,-85,,,,-91,,-90,,,,,,-82,,-74
,,,,,,,,,,-88,-78,,-94,-86,-88,,,,,,,,,-81,-87,,,,,,,,-79,,,,,,,,-74,,,-81,-76,-76,,-85,,,,,,-90,,,,,,-81,,-76
,,,,,,,-85,,,-89,-78,,-94,-87,-88,,,,,,,,,,-87,,,,,,,,-79,,,,,,,,-74,,,-81,-76,-73,,-85,,,,,,-90,,,-92,,,-81,,-73
,,,,-84,,,-85,,,-89,-78,,,-84,-88,,,,,,,,,,,,,,,,-86,,-79,,,,-87,,,,-72,,,,-76,-61,,,,,,,,-90,,,-92,,,-78,,-61
,,,,-86,-88,,-85,,,,-80,,,-88,,,,,,,,,,-79,,,,,,,-86,,-84,,,,-87,,,,-72,,,,-77,-61,,-82,,,,,,,,,,,,-78,,-61
,,,,-85,-88,,-87,,,-91,-78,,,-84,,,,,,,,,,-78,,-86,,,,,,,-80,,,,-89,,,,-73,,,,-77,-65,,-80,,,,,-93,,,,,,,-84,,-63
,,,,-85,,,-85,,,-91,-84,,,-79,,,,,,,,,,-78,,-83,,,,,-87,,-80,,,,-89,,,,-73,,,,-74,-71,,-85,,,,,-93,,,,,,,-77,,-73
,,,,-90,,,-88,,,,-84,,,-79,-82,,,,,,,,,,,-82,,,,,-87,,-80,,,,,,,,-71,,,,-74,-67,,-81,,,,,,,,,,,,-77,,-67
,,,-92,-90,-91,,-89,,,,,,,-85,-82,,,,,,,,,,,-82,,,,,,,-80,,,,,,,,-75,,,-81,-74,-67,,-84,,,,,,,,,,,,-77,,-67
,,,-92,-91,-91,,-86,,,,,,,-85,-78,,,,-92,,,,,,,-86,,,,,,,-81,,,,,,,,-71,,,-81,-75,-68,,-84,,,,,,,,,,,,-77,,-67
,,,,-88,,,-86,,,,,,,,-80,,,,-92,,,,,,,-86,,,,,,,-79,,,,-89,,,,-70,,,,-74,-66,,,,,,,,,,,,,,-79,,-67
,,,,-85,,,-83,,,,-76,-91,,-83,-80,,,,,,,,,,,,,-89,,-84,,,-78,,,,-85,,,,-75,,,,-75,-67,,,,,,,,,,,,,,-79,,-67
,,,,-85,,,-83,,,,-82,-91,,-87,-82,,,,,,,,,,,-87,,-89,,-84,,,-78,,,,-87,,,,-75,,,,-75,-64,,-87,,,,,,,,,,,,-81,,-64
,,,,-87,,,-79,,,,-84,,,-86,-84,,,,,,,,,-74,,-84,,,,,,,-78,,,,-87,,,,-75,,,,-76,-64,,-83,,,,,,,,,,,,-81,,-63
,,,,-87,,,-83,,,,-80,,,-86,-84,,,,,,,,,-74,,-84,,,,,,,-81,,,,-91,,,,-86,,,,-78,-64,,-83,,,,,,,,,,,,,,-63
-89,,,,,,,-88,,,,-75,-91,,,,,,-92,,,,,,,,,,,,,,,-81,,,,-91,,,,-78,,,-77,-74,-71,,,,,,,,,,,,,,,,-71
-89,,,,,,,-88,,,,-79,-91,,,,,,-92,,,,,,,,,,,,,-92,,-81,,,,,,,,-81,,,-77,-77,-67,,,,,,,,,,,,,,,,-68
,,,,,,,,,,,-79,-91,,,,,,-91,,,,,,,,,,,,,-92,,-84,,,,,,,,-78,,,,-78,-67,,,,,,,,,,,,,,,,-68
,,,,,,,,,,,-79,-89,,-86,,,,-89,,,,,,-85,,,,,,,,,-82,,,,,,,,-78,,,-75,-77,-68,,,,,,,,,,,,,,,,-68
,,,,,,,,,,,-80,-89,,-86,,,,-89,,,,,,-85,,-89,,,,,,,-84,,,,,-92,,,-75,,,-75,-80,-68,,,,,,,,,,,,,,,,-68
,,,,,,,,,,,-79,-91,,-86,,,,-89,,,,,,,,-89,,,,,,,-84,,,,,-92,,,-79,,,,-79,-69,,,,,,,,,,,,,,,,-68
,,,,,,,,,,,-79,-90,,,,,,-90,,,,,,,,-92,,,,,,,,,,,,,,,-80,,,,-77,-67,,-89,,,,,,,,,,,,,,-67
,,,,,,,,,,,-79,-92,,-88,,,,-90,,,,,,,,-85,,,,,,,,,,,,,,,-80,,,,-75,-66,,-89,,,,,,,,,,,,,,-67
,,,,-90,,,,,,,-79,-90,,-88,,,-91,,,,,,,,,-84,,,,,,,-89,,,,,,,,-81,,,-76,-76,-67,,-82,,,,-97,,,,,,,,,,-67
,,,,-89,,,-90,,,,-79,-87,,-86,-91,,-91,,,,,,,,-91,-84,,,,,,,-81,,,,,,,,-81,,,-77,-74,-67,,-82,,,,-95,,,,,,,,,,-67
,,,,-89,,,-91,,,,-86,-89,,-86,-91,,,,,,,,,,-91,-84,,,,,,,-80,,,,,,,,-81,,,-77,-74,-67,,-81,,,,-95,,,,,,,,,,-67
,,,,-87,,,-91,,,,-85,-91,,,,,,,,,,,,,,-84,,,,,,,-83,,,,,,,,-81,,,-73,-74,-68,,-81,,,,,,,,,,,,,,-68
-93,,,,-87,,,-90,,,,-85,-91,-89,-91,,,,-93,,,,,,,,-79,,,,,,,-83,,,,,,,,-81,,,-72,-75,-62,,-81,,,,,,,,,,,,,,-63
-93,,,,,-97,,-88,,,,-84,,-88,-79,,,,-93,-91,,,,,,,-81,,,,,-91,,-83,,,,,,,,-79,,,-72,-77,-68,,-86,,,,,,,,,,,,,,-67
,,,,,-97,,-88,,,,-84,,-87,-80,-88,,,,-93,,,,,,,-81,,,,,-91,,-81,,,,,,,,-80,,,-73,-77,-72,,-86,,,,-89,,,,,,,,,,-71
,,,,,,,-88,,,,-89,,-87,-80,-88,,,-94,-92,,,,,,,-81,,,,,-91,,-82,,,,,,,,-80,,,-73,-76,-70,,-86,,,,-85,,,,,,,,,,-70
,,,,-86,,,-88,,,,-89,,-87,-81,,,,-94,-92,,,,,,,-81,,,,,,,-77,,,,,,,,-82,,,-77,-80,-70,,,,,,-85,,,,,,,,,,-70
,,,,-86,,,,,,,,-90,,-81,,,,,,,,,,,,-75,,,,,,,-79,,,,,,,,-80,,,-77,-83,-66,,,,,,,,,,,,,,,,-66
,,,,,,,-91,-94,,,-77,-90,,-84,,,,,,,,,,,,-73,,,,,-89,,-79,,,,,,,,-76,,,,-83,-65,,,,,,,,,,,,,,,,-65
,,,,,,,-91,-91,,,-77,,,-84,,,,,,,,,,,,-73,,,,,-90,,-79,,,,,,,,-76,,,,-82,-68,,,,,,,,,,,,,,,,-67
,,,,,-91,,,-91,,,-82,,,,,,,,,,,,,,,-74,,,,,-90,,-79,,,,,,,,-75,,,-84,-81,-69,,,,,,,,,,,,,,-80,,-69
,,,,,-91,,,,,,-80,,,-82,,,,,,,,,,,,-74,,,,,-90,,-79,,,,,,,,-75,,,-78,-81,-69,,,,-91,,,,,,,,,,-80,,-69
,,,,,,,,,,,-82,-89,,-86,,,,,,,,,,,,-74,,,,,,,-80,,,,,-88,,,-75,,,-78,-81,-67,,,,-91,,,,,,,,,,,,-66
,,,,,,,,,,,-79,-89,,-86,,,,,,,,,,,-92,-75,,,,,,,-80,,,,,-88,,,-75,,,-82,-80,-68,,,,,,,,,,,,,,,,-68
,,,,,,,,,,,-81,-89,,-82,,,,,,,,,,,-92,-75,,,,,,,-78,,,,,,,,-75,,,-82,-80,-67,,-82,,,,,,,,,,,,,,-67
,,,,,,,,,,,-78,,,-82,,,,,-88,,,,,,,-75,,,,-89,,,-80,,,-89,,,,,-77,,,-82,-81,-66,,-82,,,,-86,,,,,,,,,,-67
,,,,,-89,,,,-91,,-78,,-90,-76,,,,,-88,,,,,,,-84,,,,-89,,,-80,,,-89,-87,,,-88,-79,,,-78,-83,-66,,-81,,,,-86,,,,,,,,,,-66
,,,,-90,-89,,,,-91,,-81,-94,-90,-76,,,-94,,,,,,,,,-84,,,,,,,-76,,,,-87,,,-88,-79,,,-78,-79,-54,,-82,,,,,,,,,,,,,,-54
,,,,-90,,,,,,,-83,-91,,-86,,,-94,,,,,,,-77,,-90,,,,,,,-76,,,,-87,,,,-79,,,,-79,-62,,-86,,,,,,,,,,,,,,-61
,,,,,,,-86,-89,,,-83,-88,,-86,,,,,,-91,,,,-77,,-90,,,,,,,-81,,,,-87,,,,-75,,,,-76,-66,,-86,,,,,,,,,,,,,,-65
,,-84,,-86,,,-86,-89,,,,-91,,,,,,,,-91,,,,-75,,,,,,,,,-84,,,,-91,,,,-76,,,-84,-74,-61,,-82,,,,,,,,,,,,,,-61
,,,,,,,-90,,,,-85,-91,,,-87,,,,,,,,,,,,,,,,,,-81,,,,-86,,,,-81,,,-82,-74,-72,,-80,,,,,,,,,,,,,,-68
,,,,,,,-88,,,,-77,-91,,,-90,,,,,,,,,,,,,,,,,,-72,,,,-88,,,,-79,,,-82,-75,-59,,-84,,,,-91,,,,,,,,-73,,-59
,,-84,,,,,-88,,,,-77,-89,,-82,-90,,,,,,,,,,,,,,,,,,-74,,,,-82,,,,-79,,,-78,-78,-57,,-84,,,,-91,,,,,,,,-74,,-59
,,-84,,-92,,,-86,,,,,-89,,-79,,,,,,,,,,,,-78,,,,,,,-81,,,,-82,,,,-77,,,-78,-73,-64,,,,,,-89,,,,,,,,-71,,-65
,,,,-88,,,-87,,,,-82,,,-78,,,,,,,,,,,,-76,,,,,,,-90,,,,-89,,,,-75,,,,-74,-64,,-84,,,,-90,,-93,,,,,,-75,,-65
,,,,-86,,,-89,,,,-79,,,-82,,,,,,,,,,,,-76,,,,,,,-79,,,,-89,,,,-77,,,,-74,-71,,-84,,,,-90,,-91,,,,,,-75,,-70
,,,,-89,,,-89,,,,-83,,,-80,,,,,,,,,,,,-76,,,,,-87,,-75,,,,-89,,,,-75,,,,-79,-60,,-86,,,,,,-91,,,,,,-72,,-61
,,,,-92,,,-89,,,,-83,,,-78,,,,,,,,,,,,-83,,,,,-87,,-82,,,,-89,,,,-80,,,-81,-79,-68,,-83,,,,,,,,,,,,-84,,-68
,,,,-92,,,-93,,,,,,,-80,,,,,,,,,,,,-83,,,,,,,-80,,,,,,,,-77,,,-81,-84,-72,,-79,,,,,,,,,,,,-77,,-72
,,,,-92,,,-90,,,,,-92,,-76,,,,,,,,,,-89,,-84,,,,,,,-80,,,,,,,,-77,,,,-83,-69,,-77,,,,,,,,,,,,-76,,-69
,,,,-89,,,-90,,,,,-92,,-76,,,,,,,,,,-89,,-84,,,,,,,-84,,,,,,,,-73,,,,-78,-71,,-74,,,,,,,,,,,,-75,,-64
,,-90,,-89,,,,,,,,,,-78,,,,,,,,,,,,-81,,,,,,,-87,,,,,,,,-70,,,,-76,-67,,-75,,,,,,,,,,,,-75,,-65
,,-90,,-89,,,-90,,,,,,,-79,,,,,,,,,,,,-81,,,,,,,-88,,,,,,,,-70,,,,-76,-65,,-75,,,,,,,,,,,,-72,,-65
,,,,-89,,,-90,,,,,,,-79,,,,,,,,,,,,-84,,,,,,,-81,,,,-92,,,,-74,,,,-76,-62,,-75,,,,,,,,,,,,-72,,-62
,,,,-88,,,-91,,,,,,,-80,,,,,,,,,,,,-81,,,,,,,-81,,,,-92,,,,-72,,,,-76,-65,,-74,,,,,,,,,,,,-80,,-64
,,,,-88,,,-91,,,-92,,,,-78,,,,,,,,,,,,-81,,,,,,,-85,,,,-92,,,,-78,,,,-77,-64,,-74,,,,,,,,,,,,-80,,-64
,,,,,,,,,,-92,,,,-78,,,,,,,,,,,,-81,,,,,,,-84,,,,-90,,,,-73,,,,-78,-64,,-74,,,,,,,,,,,,-80,,-64
,,,,-90,,,-90,,,,,,,-78,,,,,,,,,,,,-81,,,,,,,-82,,,,-90,,,,-73,,,,-78,-64,,-76,,,,,,,,,,,,-79,,-64
,,,,-90,,,-90,,,,,,,-78,,,,,,,,,,,,-81,,,,,,,-82,,,,-91,,,,-73,,,,-77,-64,,-75,,,,,,,,,,,,-79,,-64
,,,,,,,-91,,,,,,,-78,,,,,,,,,,,,-81,,,,,,,-84,,,,-91,,,,-73,,,,-77,-63,,-75,,,,,,-94,,,,,,-79,,-63
,,,,,,,-90,,,,,,,-77,,,,,,,,,,,,-81,,,,,,,-83,,,,-91,,,,-73,,,-87,-78,-64,,-75,,,,,,-94,,,,,,-81,,-63
,,,,-88,,,-90,,,,,,,-77,,,,,,,,,,,,-81,,,,,,,-83,,,,-91,,,,-77,,,-87,-77,-64,,-75,,,,,,-93,,,,,,-81,,-64
,,,,-88,,,-90,,,,,,,-78,,,,,,,,,,,,-81,,,,,,,-82,,,,-89,,,,-79,,,,-77,-64,,-76,,,,,,-93,,,,,,-81,,-64
,,,,-88,,,-89,,,,,,,-77,,,,,,,,,,,,-82,,,,,,,-84,,,,-89,,,,-74,,,,-77,-64,,-76,,,,,,,,,,,,-81,,-64
,,,,-88,,,-91,,,,,,,-77,,,,,,,,,,,,-82,,,,,,,-84,,,,-91,,,,-73,,,,-77,-64,,-76,,,,,,,,,,,,-82,,-64
,,,,,,,-91,,,,,,,-77,,,,,,,,,,-91,,-82,,,,,,,-84,,,,-91,,,,-77,,,,-77,-64,,-76,,,,,,,,,,,,-81,,-64
,,,,-89,,,-89,,,,,,,-78,,,,,,,,,,-91,,-82,,,,,,,-83,,,,-91,,-96,,-73,,,,-77,-64,,-76,,,,,,,,,,,,-81,,-64
,,,,-86,,,-89,,,,,,,-78,,,,,,,,,,,,-82,,,,,,,-84,,,,,,-96,,-78,,,,-77,-64,,-77,,,,,,,,,,,,-80,,-64
,,,,-86,,,-90,,,,,,,-78,,,,,,,,,,-91,,-82,,,,,,,-83,,,,-91,,,,-74,,,-82,-76,-64,,-76,,,,,,,,,,,,-80,,-64
,,,,-91,,,-89,,,,,,,-77,,,,,,,,,,-91,,-82,,,,,,,-83,,,,-92,,,,-72,,,-82,-78,-64,,-76,,,,,,,,,,,,-80,,-64
,,,,-91,,,-89,,,,,,,-77,,,,,,,,,,,,-82,,,,,,,-83,,,,-92,,,,-78,,,-80,-78,-64,,-75,,,,,,,,,,,,-80,,-64
,,,,-91,,,-89,,,,-92,,,-76,,,,,,,,,,-91,,-81,,,,,,,-81,,,,,,,,-74,,,-80,-77,-64,,-75,,,,,,,,,,,,-80,,-64
,,,,,,,-90,,,,-92,,,-79,,,,,,,,,,-89,,-81,,,,,,,-82,,,,,,,,-77,,,-86,-76,-63,,-75,,,,,,,,,,,,-79,,-64
